"artist_hotttnesss","artist_id","artist_name","artist_mbtags_count","bars_confidence","bars_start","beats_confidence","beats_start","duration","end_of_fade_in","key","key_confidence","latitude","location","longitude","loudness","mode","mode_confidence","release_id","release_name","song_id","start_of_fade_out","tatums_confidence","tatums_start","tempo","terms_freq","time_signature","time_signature_confidence","title","year"
"0.33457736","AR6IRG41187B9A4D98","Ec8or","0","0.024","0.47086","0","0.47086","217.23383","1.042","10","0.005","52.51607","Berlin, Germany","13.37698","-9.493",0,"0.305",505301,"Ec8or","SOEPPKB12AB018418B","213.496","0.283","0.15342","95.596","1","4","1","Cocain Ducks",1995
"0.479308459","ARS1OWB1187B99EEAD","The New York Dolls","1","0.877","0.12284","0.877","0.12284","344.05832","0.068","11","0.425","37.1573567501336","New York, NY","-63.9333578685195","-9.253",1,"0.486",74655,"Too Much Too Soon","SOGKIWV12A6D4F86C4","335.029","0.56","0.12284","154.953","0.998786077","1","0","Human Being",1974
"0.427914247","ARGMXQW1187FB54C34","Eliane Elias","1","0.068","2.90946","0.675","0.14772","251.42812","0.071","7","0.391","-23.56287","Sao Paulo, Brazil","-46.65466","-12.009",1,"0.319",322532,"Bossa Nova Stories","SOPHYIS12AAF3B35A3","237.598","0.228","0.14772","86.091","1","5","0.551","The More I See You",2009
"0.412240601","AROEL1B1187B988B90","Lost Boyz","1","0.267","0.34237","1","0.34237","269.7922","0.218","7","0.715","37.1573567501336","South Jamaica, Queens","-63.9333578685195","-11.043",1,"0.614",14592,"Love_ Peace & Nappiness","SOFHBAR12A6701D0FE","257.416","0.466","0.34237","90.218","1","4","1","Certain Things We Do",1997
"0.40439264","AR8W8DN1187FB35ED0","The Germs","1","0.276","0.05314","0.276","0.05314","206.05342","0","11","0.641","34.05349","Los Angeles, CA","-118.24532","-11.506",0,"0.597",515081,"Germicide","SOCPRKM12AB018A2FD","206.053","0.48","0.05314","133.144","1","1","0","Forming",1977
"0.500691341","AR3793X1187FB50CB3","Chris Rea","1","0.386","0.42366","0","0.0889","241.162","0.549","9","0.222","37.1573567501336","Middlesbrough, England","-63.9333578685195","-8.531",1,"0.403",17220,"The Road To Hell Part 2","SODHVES12A6701CE6B","230.342","0.587","0.0889","180.149","0.961375214","4","0","Driving Home For Christmas",1986
"0.338414819","ARINEWW1187FB5577E","Perrey And Kingsley","0","0.102","0.49054","0","0.49054","122.64444","0.99","0","0.61","37.1573567501336","Not available","-63.9333578685195","-8.541",0,"0.489",617077,"Vanguard Visionaries","SOXIATP12AAF3B2184","109.627","0.411","0.05812","102.538","0.947930118","4","0.869","Spooks In Space",1966
"0.523699078","ARDGB6U1187FB3AD07","Eurythmics","2","0.453","8.99358","0.777","2.31778","207.0722","2.583","0","0.442","51.50632","London, England","-0.12714","-6.629",1,"0.371",278999,"Be Yourself Tonight","SOGNQWU12A8AE4868F","202.757","0.516","2.31778","84.164","0.947914829","4","0.853","Tous Les GarASSons Et Les Filles",1985
"0.383524247","AR2J2WF1187FB46271","Francis Dunnery","0","0.008","1.1612","0.379","0.67535","300.79955","0","7","0.666","54.48303","Egremont, Cumbria, England","-3.53444","-13.33",1,"0.658",19601,"Hometown 2001","SOYQOFI12A6D4F76E1","298.347","0.249","0.42142","124.175","1","4","0.698","Too Much Saturn",1995
"0.396855869","ARMD0G81187B99A519","Vickie Winans","0","0.572","1.06091","0.601","0.50472","228.93669","0.338","11","0.172","37.1573567501336","Not available","-63.9333578685195","-8.686",0,"0.369",618615,"Classic Gold: Best of All","SONXJBL12AAF3B2C0C","219.574","0.275","0.22871","107.961","1","4","1","Make Me Over",0
"0.189314878","ARK4H5K1187B992F74","Taras","0","0.084","0.89225","0.907","0.41788","200.25424","0","11","0.056","37.1573567501336","Not available","-63.9333578685195","-5.884",0,"0.283",530141,"I Will Love Again","SOXZXXV12AAF3B3A67","194.844","0.582","0.1801","127.97","1","4","0","I Will Love Again (JJ's Club Radio)",0
"0.554291489","AR06EB01187FB40150","NOFX","3","0.081","0.76754","0.644","0.29609","144.50893","0.237","4","0.093","37.1573567501336","Berkeley, CA","-63.9333578685195","-7.787",0,"0.423",104765,"White Trash ......","SOPIKEG12A58291636","140.057","0.829","0.0586","152.622","1","4","0.358","Stickin In My Eye",1992
"0.26803784","ARKPDBH1242077DEB1","Murskahumppa","0","0.668","0.1737","0.635","0.1737","285.17832","0","7","0.379","37.1573567501336","Not available","-63.9333578685195","-8.488",1,"0.401",695158,"Murskapunkkia","SOIRNBO12AC468D207","275.853","0.303","0.1737","110.787","1","3","1","Ota kiinni",0
"0.36366811","ARNVH8S1187FB52F86","Heavy D / McGruff","0","0.036","0.98426","0.883","0.36334","161.38404","0.165","5","0.665","18.11526","Jamaica, West Indies","-77.27348","-9.161",0,"0.606",423012,"Waterbed Hev","SOFZCTA12AB0188D8F","161.384","0.262","0.05327","96.979","0.892334368","4","0.895","Wanna Be A Player",1997
"1.005941966","ARTDQRC1187FB4EFD4","Black Eyed Peas","1","0.933","1.1904","0.692","0.63902","229.61587","0","11","0.205","37.1573567501336","Los Angeles, CA","-63.9333578685195","-4.882",0,"0.332",358442,"Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness","SOCHRXB12A8AE48069","213.664","0.41","0.36332","105.206","1","4","1","Let's Get It Started",2004
"0.598458501","ARK9TRQ1187B99C095","Nine Inch Nails","7","0.018","1.76242","1","0.80838","426.89261","0.286","0","0.05","41.50471","Cleveland, OH","-81.69074","-12.951",0,"0.395",15567,"Things Falling Apart","SOKBBXO12A6701DEA0","399.9","1","0.33137","63.017","0.999945289","4","0.378","Metal",2000
"0.139247394","ARMBYRO1187FB57419","Nadine Renee","0","0.319","0.50432","0","0.14912","249.41669","0.647","2","0.883","37.1573567501336","Not available","-63.9333578685195","-6.693",1,"0.728",80578,"Oasis of Love","SOYSTDI12A6D4F6500","238.434","0.662","0.14912","167.92","1","4","0.75","Next Time",0
"0.389100776","ARWY7I71187FB36C3D","Lesley Gore","1","1","0.06727","1","0.06727","136.48934","0.229","9","0.386","40.71455","New York, NY","-74.00712","-9.091",1,"0.632",26902,"60's Triple set","SOOOROX12A6D4F8400","130.026","0.782","0.06727","129.122","1","1","0","It's My Party",1963
"0.322485106","AR6Y22S1187B99906F","Smartbomb","0","0.009","0.64544","1","0.19348","233.27302","0.386","0","0.53","37.1573567501336","Not available","-63.9333578685195","-2.658",1,"0.501",633532,"Yeah.  Well_ Anyway....","SONSPZE12AB01819CE","231.178","0.89","0.19348","132.022","0.981267204","4","0.782","Complicate It",2001
"0.364384925","ARW63KF1187B98AC48","Julien Clerc","1","0.259","1.21926","0.707","0.19064","272.63955","2.775","2","0.633","46.71067","FR","1.71819","-9.97",1,"0.605",664484,"Vendredi 13 - 1981","SODRHHD12AB0189F2A","272.64","0.128","0.19064","119.896","1","5","0.921","This Melody (Live)",0
"0.481024239","AR8H87D1187FB3A841","Glen Campbell","1","0.153","0.09896","1","0.09896","142.75873","0.218","1","0.62","34.03142","Delight, AR","-93.50243","-11.335",0,"0.814",112851,"Unconditional Love","SOQGFVO12A8C13C8C3","135.546","0.614","0.09896","137.29","0.970825545","4","0","I'm Gone This Time",0
"0.343281882","ARLWR721187B9A03C9","T.G. Sheppard","0","0.635","0.52519","0.635","0.52519","194.11546","0.089","5","1","35.82213","Humboldt, TN","-88.91599","-15.581",1,"0.886",200689,"The Very Best Of","SORABMD12A8C136672","182.729","0.479","0.15887","82.343","0.998410062","1","0.387","You Feel Good All Over",2002
"0.386669092","ARF4V431187FB3AA41","Slim Whitman","0","0.52","1.87142","0.431","0.61665","195.91791","0.165","3","0.883","27.94653","Tampa, FL","-82.45927","-11.98",1,"0.735",682725,"Country Lovers. Vol. 3","SOTUBVH12AB018D2EC","192.087","0.444","0.20411","91.487","1","4","0","Indian Love Call",1990
"0.538070295","ARBGWMW1187B9AEA3E","Savage Garden","3","0.083","3.56292","0.489","0.22888","118.33424","0","9","0","37.1573567501336","CA","-63.9333578685195","-11.215",0,"0",287804,"Affirmation","SOMQAGT12A8C132DB4","118.334","0.105","0.22888","84.69","0.896826245","5","0.678","You Can Still Be Free",1999
"0.552413346","AR6G4V01187B9AD086","Queens Of The Stone Age","3","0.002","0.68393","1","0.15338","288.41751","0.113","2","0.08","37.1573567501336","Not available","-63.9333578685195","-8.165",1,"0.665",220917,"Lullabies To Paralyze","SOKLLOH12A67020F2C","279.179","1","0.15338","115.606","0.920686051","4","0","I Never Came",2005
"0.31781096","ARL6XZC1187FB3936E","Solistiyhtye Suomi","1","0","0.14324","0","0.14324","134.08608","4.441","4","0.718","37.1573567501336","Not available","-63.9333578685195","-12.839",0,"0.674",217058,"20 Suosikkia / Rilluttele yAP","SOGYYLE12A8C13E5EA","130.38","0","0.14324","133.699","1","1","0","TerA$?slintu",0
"0.331090126","ARSDSMG1187B98CB59","Eddie Cantor","0","0.71","0.23005","0.71","0.23005","155.61098","0.154","11","0.599","40.71455","New York, NY","-74.00712","-13.71",1,"0.517",489673,"The Fabulous Eddie Cantor","SOITUXQ12AB0183AE9","150.75","1","0.23005","118.975","1","1","0.003","Now's The Time To Fall In Love",0
"0.316354001","AR3C3C01187B98E800","Kai Winding","0","0.043","1.38242","0.761","0.33359","223.4771","0.291","0","0","56.153","Aarhus, Denmark","10.20452","-14.438",1,"0.138",495041,"The Incredible Kai Winding Trombones","SOUVRGZ12A58A77F90","220.026","0.783","0.33359","112.006","0.942971915","4","0.844","Mangos",1961
"0.345751247","ARJGNV61187B98F3B5","Mira","0","0.159","1.66153","0.848","0.96449","177.81506","0.554","4","0.695","37.1573567501336","Tallahassee, FL","-63.9333578685195","-12.004",1,"0.673",473710,"Openbare Weg","SOUQVUD12A8C142DCE","167.48","0.859","0.61541","85.621","0.893803057","4","0.612","Openbare Weg",2006
"0.432011947","ARVJ0JK1187B98C9C0","The Brooklyn Tabernacle Choir","0","0.233","0.95031","0","0.38454","324.44036","0","7","0.558","37.1573567501336","Not available","-63.9333578685195","-11.829",1,"0.718",341940,"Praise Him...Live!","SOXVBVL12AF72A600C","312.239","0","0.38454","216.195","1","5","1","Lead Me Lord",1995
"0.384184259","ARBQBZV1187B99D29E","Carl Cox Vs Yousef","1","0.053","0.6235","1","0.16237","357.82485","0.131","1","0.485","37.1573567501336","Not available","-63.9333578685195","-5.701",1,"0.427",548374,"Dave Pearce Best of the Dance Years 1988 - 1992","SORAVUP12AB018556E","353.785","1","0.16237","130.016","0.947705021","5","1","I Want You (Forever)",1991
"0.628246419","ARF3GX71187FB3EB66","Martina McBride","2","0.082","0.2688","0.871","0.2688","261.95546","0","7","0.96","37.1573567501336","Medicine Lodge, KS","-63.9333578685195","-13.627",1,"0.634",307618,"Timeless","SOGQTRZ12A8C13C8B0","253.452","0.799","0.2688","100.194","0.939349522","3","1","I Can't Stop Loving You",2005
"0.374271174","AR3PN3R1187FB4CEBD","Horace Andy","1","0.025","0.87289","1","0.4435","176.27383","0.183","2","0.171","18.01571","Kingston, Jamaica","-76.79731","-11.479",1,"0.239",784530,"Feel Good All Over: Anthology 1970-1976","SOBHVZQ12AC9618285","166.911","1","0.23251","151.911","1","4","0.231","Thank You Lord",1985
"0.384146444","ARYWCFZ11E2835CFDD","Nazz","0","0.527","1.0873","0","0.58561","220.89098","0","9","0.606","37.1573567501336","Not available","-63.9333578685195","-6.302",1,"0.475",534470,"13th And Pine","SOYPBCY12AB0181EF3","213.107","0.584","0.34041","119.691","0.865512359","4","0.491","How Can You Call That Beautiful (Stewkey Vocal)",0
"0.393215104","ARUT16P1187FB532A4","Tyrone Davis","0","0.193","0.56138","1","0.19121","235.91138","0.322","10","0.46","33.39847","Greenville, MS","-91.03786","-10.466",1,"0.379",599659,"Call Tyrone","SOWRLSY12AC4687694","219.725","0.769","0.19121","161.976","0.930353957","4","0.696","Cheatin' In The Next Room",0
"0.405178359","AREOGMA1187B9908EF","Hot Tuna","1","1","0.18671","1","0.18671","239.59465","0.31","0","0.601","37.77916","San Francisco, CA","-122.42005","-9.275",1,"0.563",372122,"Final Vinyl","SOOGQWR12A8C142505","231.3","0.551","0.18671","172.398","1","1","0","Candy Man",1971
"0.28404741","AR4ABL21187FB3913A","Richard Burton","0","0.132","1.49595","0.612","0.42142","171.49342","0.085","2","0.45","40.99471","Pennsylvania","-77.60454","-37.398",1,"0.685",577023,"Fifteen Poems By Dylan Thomas","SOJDYQY12AB0188C97","165.216","0.531","0.1441","109.823","0.986476662","3","0.659","I See The Boys Of Summer",0
"0.343185045","AR8YV1I1187FB45D2B","Rory Block","1","0.836","0.63247","0.836","0.63247","266.05669","0.23","1","0.936","40.71455","New York, NY","-74.00712","-13.836",1,"0.763",572855,"The Early Tapes 1975-1976","SOBHQUF12AB018B03E","256.064","0.809","0.26631","90.101","0.929447888","1","0","Three Is a Crowd",0
"0.601184942","ARR9XGB1187B9912E6","Boyz II Men","1","0.666","1.00904","0.853","0.49144","329.27302","0.45","8","0.497","37.1573567501336","Philadelphia, PA","-63.9333578685195","-7.103",1,"0.491",523481,"Legacy","SOFRAZJ12A8C143CDB","322.101","0.94","0.23264","116.473","1","4","1","On Bended Knee",1994
"0","ARBKUS51187B98A3AC","Howard Armstrong","0","0.026","0.97322","0.469","0.49835","198.922","0.228","9","0","35.4948","Dayton, TN","-85.01235","-13.495",0,"0.094",219943,"Louie Bluie Film Soundtrack","SONNDHT12A8C13F20B","190.705","0.5","0.26092","126.821","1","4","0","My Four Reasons",0
"0.422472423","ARTB5PP1187FB523B7","Donny Hathaway","1","0.212","1.46125","0.741","0.36893","283.21914","0.258","2","0.499","41.88415","Chicago, IL","-87.63241","-15.144",1,"0.652",266932,"Donny Hathaway","SOYZOXW12A8C13E195","277.467","0.462","0.0982","111.191","0.923552601","3","0.851","Little Girl (LP Version)",1971
"0.281284216","ARTHEAP122BCFCD0B2","DJ X-Change featuring DJ Joey A","0","0.01","1.01631","0","0.21294","184.31955","0.798","6","0","37.1573567501336","Not available","-63.9333578685195","-5.58",0,"0",502384,"What up Detroit","SODULLV12AB017FA09","178.503","0.696","0.21294","150.012","1","4","0","Come Over",0
"0.403509673","ARCZ20M1187FB49687","Tony Joe White","1","0.059","0.44814","0","0.09927","162.53342","0.524","2","0.243","32.77942","Goodwill, LA","-91.56123","-17.285",1,"0.297",138320,"Homemade Ice-Cream","SORXUZZ12A8AE4798A","151.551","0.378","0.09927","173.482","1","4","0.804","I Want Love (Tween You & Me) (Album Version)",0
"0.326848818","ARBZAIL1187FB5B1C8","Bob Margolin","0","0.024","0.71979","0.49","0.17426","126.51057","0","11","0.228","42.31256","Boston, MA","-71.08868","-12.651",1,"0.374",547104,"In North Carolina","SOSEJIQ12AB017E7EB","121.702","0","0.17426","110.168","0.959851413","4","0.92","You Rascal You",0
"0.318902078","ARB4D891187B9954F7","Saafir","0","0.026","0.61434","0.768","0.29768","234.762","0.101","5","0.172","37.1573567501336","Not available","-63.9333578685195","-6.019",1,"0.026",762520,"The Hit List","SOFDTRZ12AB018DD11","227.84","0.578","0.13935","188.886","1","4","1","Crawl Before You Ball (Album Version)",1999
"0.498395338","ARQOC971187B9910FA","The Verve Pipe","0","0.016","0.65257","0","0.20769","292.8322","3.344","9","0.295","42.73383","Lansing, MI","-84.59334","-4.953",1,"0.196",293668,"Underneath","SOOGNJP12A8C1381AD","273.589","0.105","0.20769","133.306","1","4","0.338","Medicate Myself",2001
"0.301502462","AR19SOA1187B98F6E6","Bob Neuwirth","1","0.178","0.92398","0.618","0.92398","241.10975","2.659","4","0.965","40.71455","New York","-74.00712","-18.114",1,"0.744",117983,"99 Monkeys","SOFUBCP12A8C13D5EF","230.429","0.618","0.92398","152.267","1","3","1","Biding Her Time",1990
"0.431526919","ARSE6YI1187B9B9CD2","James Hunter","1","0.083","0.80573","0.905","0.29176","188.73424","0","2","0.862","30.2676","Austin","-97.74298","-7.04",1,"1",735425,"A Tribute to The American Horse","SOPWKSS12AC468E659","178.463","0.807","0.29176","114.971","1","4","0","Cowboy Ways",0
"0.273453727","ARIOSKN1257509BCE1","Cama","0","0.718","0.27702","0.718","0.27702","210.36363","0.364","1","0.645","37.1573567501336","Not available","-63.9333578685195","-5.904",0,"0.683",329135,"In this Life","SOBUWPY12A8C1446C0","201.497","0.772","0.08387","155.074","0.845881025","1","0","In This Life",2009
"0.446890727","ARI0PUX1187FB3F215","Maxi Priest","0","0","0.03212","0","0.03212","301.81832","2.566","10","0.683","54.31392","Great Britain / UK","-2.23218","-8.095",0,"0.549",276924,"Best Of Maxi Priest","SORWXUP12A58A79E65","289.332","0.124","0.03212","61.971","0.908228194","1","0.397","Groovin' In The Midnight",1991
"0.507965802","ARYO9BU1187B9ADA88","Porcupine Tree","4","0.151","0.34798","0.387","0.34798","416.80934","0","6","0.644","37.1573567501336","Not available","-63.9333578685195","-7.982",0,"0.607",193554,"Signify (Special Edition)","SOJEVZW12A8C133988","396.533","0.69","0.0276","124.04","1","5","0.82","Waiting",1997
"0.682263177","AR6PJ8R1187FB5AD70","Shakira Featuring Wyclef Jean","1","0.497","0.71063","1","0.10911","217.36444","0.224","10","0.805","37.1573567501336","Barranquilla, Colombia","-63.9333578685195","-5.152",0,"0.688",302176,"Essential R&B Hit Selection","SOEHWGF12A6D4F8B2B","212.161","0.538","0.10911","100.023","1","4","0.937","Hips Don't Lie (featuring Wyclef Jean)",0
"0.383877494","AR7BMMV1187FB5B2D7","Robben Ford","1","0.368","0.78649","0.382","0.38868","203.98975","0.161","11","0.236","39.15093","Ukiah, CA","-123.2079","-11.976",0,"0.384",762519,"Talk To Your Daughter","SOOSYMY12AB01888CD","182.921","0.732","0.19413","154.322","0.983628765","4","0","I Got Over It (Album Version)",1988
